County,State,Temp,YearRange
Coles County,Illinois,53.8,Lyme Cases 2002-2006
Cook County,Illinois,50.6,Lyme Cases 2002-2006
Crawford County,Illinois,55.1,Lyme Cases 2002-2006
Cumberland County,Illinois,54.3,Lyme Cases 2002-2006
DeKalb County,Illinois,49.7,Lyme Cases 2002-2006
De Witt County,Illinois,52.5,Lyme Cases 2002-2006
Douglas County,Illinois,53.4,Lyme Cases 2002-2006
DuPage County,Illinois,50.4,Lyme Cases 2002-2006
Edgar County,Illinois,53.3,Lyme Cases 2002-2006
Edwards County,Illinois,56.3,Lyme Cases 2002-2006
Effingham County,Illinois,54.8,Lyme Cases 2002-2006
Fayette County,Illinois,55.0,Lyme Cases 2002-2006
Ford County,Illinois,51.7,Lyme Cases 2002-2006
Franklin County,Illinois,56.4,Lyme Cases 2002-2006
Fulton County,Illinois,52.7,Lyme Cases 2002-2006
Gallatin County,Illinois,57.4,Lyme Cases 2002-2006
Greene County,Illinois,54.6,Lyme Cases 2002-2006
Grundy County,Illinois,51.4,Lyme Cases 2002-2006
Hamilton County,Illinois,56.5,Lyme Cases 2002-2006
Hancock County,Illinois,53.0,Lyme Cases 2002-2006
Hardin County,Illinois,57.5,Lyme Cases 2002-2006
Henderson County,Illinois,52.1,Lyme Cases 2002-2006
Henry County,Illinois,51.0,Lyme Cases 2002-2006
Iroquois County,Illinois,51.7,Lyme Cases 2002-2006
Jackson County,Illinois,56.8,Lyme Cases 2002-2006
Jasper County,Illinois,54.7,Lyme Cases 2002-2006
Jefferson County,Illinois,55.9,Lyme Cases 2002-2006
Jersey County,Illinois,55.4,Lyme Cases 2002-2006
Jo Daviess County,Illinois,49.1,Lyme Cases 2002-2006
Johnson County,Illinois,57.4,Lyme Cases 2002-2006
Kane County,Illinois,49.9,Lyme Cases 2002-2006
Kankakee County,Illinois,51.5,Lyme Cases 2002-2006
Kendall County,Illinois,51.0,Lyme Cases 2002-2006
Knox County,Illinois,51.5,Lyme Cases 2002-2006
Lake County,Illinois,49.4,Lyme Cases 2002-2006
LaSalle County,Illinois,51.0,Lyme Cases 2002-2006
Lawrence County,Illinois,55.8,Lyme Cases 2002-2006
Lee County,Illinois,50.0,Lyme Cases 2002-2006
Livingston County,Illinois,51.6,Lyme Cases 2002-2006
Logan County,Illinois,53.0,Lyme Cases 2002-2006
McDonough County,Illinois,52.4,Lyme Cases 2002-2006
McHenry County,Illinois,48.8,Lyme Cases 2002-2006
McLean County,Illinois,51.8,Lyme Cases 2002-2006
Macon County,Illinois,53.2,Lyme Cases 2002-2006
Macoupin County,Illinois,54.5,Lyme Cases 2002-2006
Madison County,Illinois,56.0,Lyme Cases 2002-2006
Marion County,Illinois,55.3,Lyme Cases 2002-2006
Marshall County,Illinois,51.5,Lyme Cases 2002-2006
Mason County,Illinois,53.3,Lyme Cases 2002-2006
Massac County,Illinois,58.2,Lyme Cases 2002-2006
Menard County,Illinois,53.4,Lyme Cases 2002-2006
Mercer County,Illinois,51.3,Lyme Cases 2002-2006
Monroe County,Illinois,56.8,Lyme Cases 2002-2006
Montgomery County,Illinois,54.4,Lyme Cases 2002-2006
Morgan County,Illinois,53.7,Lyme Cases 2002-2006
Moultrie County,Illinois,53.7,Lyme Cases 2002-2006
Ogle County,Illinois,49.7,Lyme Cases 2002-2006
Peoria County,Illinois,52.1,Lyme Cases 2002-2006
Perry County,Illinois,56.3,Lyme Cases 2002-2006
Piatt County,Illinois,52.8,Lyme Cases 2002-2006
Pike County,Illinois,54.1,Lyme Cases 2002-2006
Pope County,Illinois,57.6,Lyme Cases 2002-2006
Pulaski County,Illinois,58.1,Lyme Cases 2002-2006
Putnam County,Illinois,51.5,Lyme Cases 2002-2006
Randolph County,Illinois,56.7,Lyme Cases 2002-2006
Richland County,Illinois,55.5,Lyme Cases 2002-2006
Rock Island County,Illinois,51.2,Lyme Cases 2002-2006
St. Clair County,Illinois,56.7,Lyme Cases 2002-2006
Saline County,Illinois,57.0,Lyme Cases 2002-2006
Sangamon County,Illinois,53.6,Lyme Cases 2002-2006
Schuyler County,Illinois,53.2,Lyme Cases 2002-2006
Scott County,Illinois,54.1,Lyme Cases 2002-2006
Shelby County,Illinois,54.2,Lyme Cases 2002-2006
Stark County,Illinois,51.2,Lyme Cases 2002-2006
Stephenson County,Illinois,49.2,Lyme Cases 2002-2006
Tazewell County,Illinois,52.6,Lyme Cases 2002-2006
Union County,Illinois,57.2,Lyme Cases 2002-2006
Vermilion County,Illinois,52.4,Lyme Cases 2002-2006
Wabash County,Illinois,56.3,Lyme Cases 2002-2006
Warren County,Illinois,51.6,Lyme Cases 2002-2006
Washington County,Illinois,56.0,Lyme Cases 2002-2006
Wayne County,Illinois,56.1,Lyme Cases 2002-2006
White County,Illinois,56.9,Lyme Cases 2002-2006
Whiteside County,Illinois,50.6,Lyme Cases 2002-2006
Will County,Illinois,51.2,Lyme Cases 2002-2006
Williamson County,Illinois,56.7,Lyme Cases 2002-2006
Winnebago County,Illinois,49.4,Lyme Cases 2002-2006
Woodford County,Illinois,51.7,Lyme Cases 2002-2006
Adams County,Indiana,51.3,Lyme Cases 2002-2006
Allen County,Indiana,50.8,Lyme Cases 2002-2006
Bartholomew County,Indiana,54.1,Lyme Cases 2002-2006
Benton County,Indiana,51.4,Lyme Cases 2002-2006
Blackford County,Indiana,51.8,Lyme Cases 2002-2006
Boone County,Indiana,51.7,Lyme Cases 2002-2006
Brown County,Indiana,53.6,Lyme Cases 2002-2006
Carroll County,Indiana,51.6,Lyme Cases 2002-2006
Cass County,Indiana,51.3,Lyme Cases 2002-2006
Clark County,Indiana,55.8,Lyme Cases 2002-2006
Clay County,Indiana,53.5,Lyme Cases 2002-2006
Clinton County,Indiana,51.5,Lyme Cases 2002-2006
Crawford County,Indiana,55.4,Lyme Cases 2002-2006
Daviess County,Indiana,55.0,Lyme Cases 2002-2006
Dearborn County,Indiana,54.0,Lyme Cases 2002-2006
Decatur County,Indiana,53.5,Lyme Cases 2002-2006
DeKalb County,Indiana,49.9,Lyme Cases 2002-2006
Delaware County,Indiana,51.8,Lyme Cases 2002-2006
Dubois County,Indiana,55.4,Lyme Cases 2002-2006
Elkhart County,Indiana,49.8,Lyme Cases 2002-2006
Fayette County,Indiana,52.5,Lyme Cases 2002-2006
Floyd County,Indiana,55.8,Lyme Cases 2002-2006
Fountain County,Indiana,52.5,Lyme Cases 2002-2006
Franklin County,Indiana,53.2,Lyme Cases 2002-2006
Fulton County,Indiana,50.6,Lyme Cases 2002-2006
Gibson County,Indiana,56.5,Lyme Cases 2002-2006
Grant County,Indiana,51.7,Lyme Cases 2002-2006
Greene County,Indiana,54.0,Lyme Cases 2002-2006
Hamilton County,Indiana,52.2,Lyme Cases 2002-2006
Hancock County,Indiana,52.5,Lyme Cases 2002-2006
Harrison County,Indiana,55.8,Lyme Cases 2002-2006
Hendricks County,Indiana,52.3,Lyme Cases 2002-2006
Henry County,Indiana,51.7,Lyme Cases 2002-2006
Howard County,Indiana,51.5,Lyme Cases 2002-2006
Huntington County,Indiana,51.4,Lyme Cases 2002-2006
Jackson County,Indiana,54.6,Lyme Cases 2002-2006
Jasper County,Indiana,51.0,Lyme Cases 2002-2006
Jay County,Indiana,51.5,Lyme Cases 2002-2006
Jefferson County,Indiana,55.0,Lyme Cases 2002-2006
Jennings County,Indiana,54.5,Lyme Cases 2002-2006
Johnson County,Indiana,53.1,Lyme Cases 2002-2006
Knox County,Indiana,55.6,Lyme Cases 2002-2006
Kosciusko County,Indiana,50.3,Lyme Cases 2002-2006
LaGrange County,Indiana,49.7,Lyme Cases 2002-2006
Lake County,Indiana,50.8,Lyme Cases 2002-2006
LaPorte County,Indiana,50.3,Lyme Cases 2002-2006
Lawrence County,Indiana,54.1,Lyme Cases 2002-2006
Madison County,Indiana,52.1,Lyme Cases 2002-2006
Marion County,Indiana,52.9,Lyme Cases 2002-2006
Marshall County,Indiana,50.0,Lyme Cases 2002-2006
Martin County,Indiana,54.4,Lyme Cases 2002-2006
Miami County,Indiana,51.4,Lyme Cases 2002-2006
Monroe County,Indiana,53.5,Lyme Cases 2002-2006
Montgomery County,Indiana,51.9,Lyme Cases 2002-2006
Morgan County,Indiana,53.2,Lyme Cases 2002-2006
Newton County,Indiana,51.3,Lyme Cases 2002-2006
Noble County,Indiana,49.8,Lyme Cases 2002-2006
Ohio County,Indiana,54.6,Lyme Cases 2002-2006
Orange County,Indiana,54.5,Lyme Cases 2002-2006
Owen County,Indiana,53.3,Lyme Cases 2002-2006
Parke County,Indiana,53.0,Lyme Cases 2002-2006
Perry County,Indiana,56.4,Lyme Cases 2002-2006
Pike County,Indiana,55.7,Lyme Cases 2002-2006
Porter County,Indiana,50.4,Lyme Cases 2002-2006
Posey County,Indiana,57.3,Lyme Cases 2002-2006
Pulaski County,Indiana,50.8,Lyme Cases 2002-2006
Putnam County,Indiana,52.2,Lyme Cases 2002-2006
Randolph County,Indiana,51.2,Lyme Cases 2002-2006
Ripley County,Indiana,53.7,Lyme Cases 2002-2006
Rush County,Indiana,52.7,Lyme Cases 2002-2006
St. Joseph County,Indiana,49.9,Lyme Cases 2002-2006
Scott County,Indiana,55.2,Lyme Cases 2002-2006
Shelby County,Indiana,53.3,Lyme Cases 2002-2006
Spencer County,Indiana,56.8,Lyme Cases 2002-2006
Starke County,Indiana,50.4,Lyme Cases 2002-2006
Steuben County,Indiana,49.2,Lyme Cases 2002-2006
Sullivan County,Indiana,54.7,Lyme Cases 2002-2006
Switzerland County,Indiana,54.9,Lyme Cases 2002-2006
Tippecanoe County,Indiana,52.0,Lyme Cases 2002-2006
Tipton County,Indiana,51.7,Lyme Cases 2002-2006
Union County,Indiana,52.6,Lyme Cases 2002-2006
Vanderburgh County,Indiana,57.1,Lyme Cases 2002-2006
Vermillion County,Indiana,53.2,Lyme Cases 2002-2006
Vigo County,Indiana,54.0,Lyme Cases 2002-2006
Wabash County,Indiana,51.4,Lyme Cases 2002-2006
Warren County,Indiana,52.1,Lyme Cases 2002-2006
Warrick County,Indiana,56.6,Lyme Cases 2002-2006
Washington County,Indiana,54.6,Lyme Cases 2002-2006
Wayne County,Indiana,51.8,Lyme Cases 2002-2006
Wells County,Indiana,51.4,Lyme Cases 2002-2006
White County,Indiana,51.3,Lyme Cases 2002-2006
Whitley County,Indiana,50.5,Lyme Cases 2002-2006
Adair County,Iowa,50.0,Lyme Cases 2002-2006
Adams County,Iowa,50.8,Lyme Cases 2002-2006
Allamakee County,Iowa,47.3,Lyme Cases 2002-2006
Appanoose County,Iowa,51.6,Lyme Cases 2002-2006
Audubon County,Iowa,49.2,Lyme Cases 2002-2006
Benton County,Iowa,48.9,Lyme Cases 2002-2006
Black Hawk County,Iowa,48.4,Lyme Cases 2002-2006
Boone County,Iowa,49.6,Lyme Cases 2002-2006
Bremer County,Iowa,47.7,Lyme Cases 2002-2006
Buchanan County,Iowa,48.2,Lyme Cases 2002-2006
Buena Vista County,Iowa,47.9,Lyme Cases 2002-2006
Butler County,Iowa,48.0,Lyme Cases 2002-2006
Calhoun County,Iowa,48.6,Lyme Cases 2002-2006
Carroll County,Iowa,49.0,Lyme Cases 2002-2006
Cass County,Iowa,50.2,Lyme Cases 2002-2006
Cedar County,Iowa,50.1,Lyme Cases 2002-2006
Cerro Gordo County,Iowa,47.0,Lyme Cases 2002-2006
Cherokee County,Iowa,48.2,Lyme Cases 2002-2006
Chickasaw County,Iowa,46.6,Lyme Cases 2002-2006
Clarke County,Iowa,50.9,Lyme Cases 2002-2006
Clay County,Iowa,47.3,Lyme Cases 2002-2006
Clayton County,Iowa,47.7,Lyme Cases 2002-2006
Clinton County,Iowa,50.1,Lyme Cases 2002-2006
Crawford County,Iowa,49.1,Lyme Cases 2002-2006
Dallas County,Iowa,50.3,Lyme Cases 2002-2006
Davis County,Iowa,51.7,Lyme Cases 2002-2006
Decatur County,Iowa,51.4,Lyme Cases 2002-2006
Delaware County,Iowa,48.0,Lyme Cases 2002-2006
Des Moines County,Iowa,52.0,Lyme Cases 2002-2006
Dickinson County,Iowa,46.6,Lyme Cases 2002-2006
Dubuque County,Iowa,48.4,Lyme Cases 2002-2006
Emmet County,Iowa,46.8,Lyme Cases 2002-2006
Fayette County,Iowa,47.1,Lyme Cases 2002-2006
Floyd County,Iowa,47.3,Lyme Cases 2002-2006
Franklin County,Iowa,47.5,Lyme Cases 2002-2006
Fremont County,Iowa,52.7,Lyme Cases 2002-2006
Greene County,Iowa,49.4,Lyme Cases 2002-2006
Grundy County,Iowa,48.3,Lyme Cases 2002-2006
Guthrie County,Iowa,49.6,Lyme Cases 2002-2006
Hamilton County,Iowa,48.4,Lyme Cases 2002-2006
Hancock County,Iowa,47.0,Lyme Cases 2002-2006
Hardin County,Iowa,48.2,Lyme Cases 2002-2006
Harrison County,Iowa,50.7,Lyme Cases 2002-2006
Henry County,Iowa,51.9,Lyme Cases 2002-2006
Howard County,Iowa,45.8,Lyme Cases 2002-2006
Humboldt County,Iowa,48.0,Lyme Cases 2002-2006
Ida County,Iowa,48.8,Lyme Cases 2002-2006
Iowa County,Iowa,49.7,Lyme Cases 2002-2006
Jackson County,Iowa,49.4,Lyme Cases 2002-2006
Jasper County,Iowa,50.2,Lyme Cases 2002-2006
Jefferson County,Iowa,51.5,Lyme Cases 2002-2006
Johnson County,Iowa,50.3,Lyme Cases 2002-2006
Jones County,Iowa,49.1,Lyme Cases 2002-2006
Keokuk County,Iowa,50.6,Lyme Cases 2002-2006
Kossuth County,Iowa,47.2,Lyme Cases 2002-2006
Lee County,Iowa,52.8,Lyme Cases 2002-2006
Linn County,Iowa,49.2,Lyme Cases 2002-2006
Louisa County,Iowa,51.5,Lyme Cases 2002-2006
Lucas County,Iowa,51.2,Lyme Cases 2002-2006
Lyon County,Iowa,47.3,Lyme Cases 2002-2006
Madison County,Iowa,50.6,Lyme Cases 2002-2006
Mahaska County,Iowa,50.8,Lyme Cases 2002-2006
Marion County,Iowa,51.3,Lyme Cases 2002-2006
Marshall County,Iowa,49.0,Lyme Cases 2002-2006
Mills County,Iowa,52.0,Lyme Cases 2002-2006
Mitchell County,Iowa,46.3,Lyme Cases 2002-2006
Monona County,Iowa,50.1,Lyme Cases 2002-2006
Monroe County,Iowa,51.3,Lyme Cases 2002-2006
Montgomery County,Iowa,51.4,Lyme Cases 2002-2006
Muscatine County,Iowa,51.1,Lyme Cases 2002-2006
O&,,,Lyme Cases 2002-2006
Osceola County,Iowa,46.5,Lyme Cases 2002-2006
Page County,Iowa,52.0,Lyme Cases 2002-2006
Palo Alto County,Iowa,47.3,Lyme Cases 2002-2006
Plymouth County,Iowa,48.7,Lyme Cases 2002-2006
Pocahontas County,Iowa,48.0,Lyme Cases 2002-2006
Polk County,Iowa,50.7,Lyme Cases 2002-2006
Pottawattamie County,Iowa,51.0,Lyme Cases 2002-2006
Poweshiek County,Iowa,49.5,Lyme Cases 2002-2006
Ringgold County,Iowa,51.1,Lyme Cases 2002-2006
Sac County,Iowa,48.5,Lyme Cases 2002-2006
Scott County,Iowa,50.7,Lyme Cases 2002-2006
Shelby County,Iowa,49.7,Lyme Cases 2002-2006
Sioux County,Iowa,47.8,Lyme Cases 2002-2006
Story County,Iowa,49.4,Lyme Cases 2002-2006
Tama County,Iowa,48.7,Lyme Cases 2002-2006
Taylor County,Iowa,51.3,Lyme Cases 2002-2006
Union County,Iowa,50.5,Lyme Cases 2002-2006
Van Buren County,Iowa,52.1,Lyme Cases 2002-2006
Wapello County,Iowa,51.3,Lyme Cases 2002-2006
Warren County,Iowa,51.3,Lyme Cases 2002-2006
Washington County,Iowa,50.9,Lyme Cases 2002-2006
Wayne County,Iowa,51.3,Lyme Cases 2002-2006
Webster County,Iowa,48.6,Lyme Cases 2002-2006
Winnebago County,Iowa,46.6,Lyme Cases 2002-2006
Winneshiek County,Iowa,46.5,Lyme Cases 2002-2006
Woodbury County,Iowa,49.5,Lyme Cases 2002-2006
Worth County,Iowa,46.4,Lyme Cases 2002-2006
Wright County,Iowa,47.6,Lyme Cases 2002-2006
Allen County,Kansas,56.9,Lyme Cases 2002-2006
Anderson County,Kansas,56.5,Lyme Cases 2002-2006
Atchison County,Kansas,54.7,Lyme Cases 2002-2006
Barber County,Kansas,58.0,Lyme Cases 2002-2006
Barton County,Kansas,55.8,Lyme Cases 2002-2006
Bourbon County,Kansas,57.1,Lyme Cases 2002-2006
Brown County,Kansas,53.9,Lyme Cases 2002-2006
Butler County,Kansas,56.9,Lyme Cases 2002-2006
Chase County,Kansas,56.1,Lyme Cases 2002-2006
Chautauqua County,Kansas,58.4,Lyme Cases 2002-2006
Cherokee County,Kansas,58.5,Lyme Cases 2002-2006
Cheyenne County,Kansas,53.0,Lyme Cases 2002-2006
Clark County,Kansas,57.6,Lyme Cases 2002-2006
Clay County,Kansas,55.2,Lyme Cases 2002-2006
Cloud County,Kansas,54.9,Lyme Cases 2002-2006
Coffey County,Kansas,56.2,Lyme Cases 2002-2006
Comanche County,Kansas,57.7,Lyme Cases 2002-2006
Cowley County,Kansas,58.0,Lyme Cases 2002-2006
Crawford County,Kansas,57.7,Lyme Cases 2002-2006
Decatur County,Kansas,53.4,Lyme Cases 2002-2006
Dickinson County,Kansas,56.1,Lyme Cases 2002-2006
Doniphan County,Kansas,54.4,Lyme Cases 2002-2006
Douglas County,Kansas,55.8,Lyme Cases 2002-2006
Edwards County,Kansas,56.2,Lyme Cases 2002-2006
Elk County,Kansas,57.4,Lyme Cases 2002-2006
Ellis County,Kansas,55.3,Lyme Cases 2002-2006
Ellsworth County,Kansas,55.7,Lyme Cases 2002-2006
Finney County,Kansas,55.4,Lyme Cases 2002-2006
Ford County,Kansas,56.1,Lyme Cases 2002-2006
Franklin County,Kansas,56.1,Lyme Cases 2002-2006
Geary County,Kansas,55.4,Lyme Cases 2002-2006
Gove County,Kansas,54.6,Lyme Cases 2002-2006
Graham County,Kansas,54.7,Lyme Cases 2002-2006
Grant County,Kansas,56.0,Lyme Cases 2002-2006
Gray County,Kansas,55.9,Lyme Cases 2002-2006
Greeley County,Kansas,53.9,Lyme Cases 2002-2006
Greenwood County,Kansas,56.6,Lyme Cases 2002-2006
Hamilton County,Kansas,55.3,Lyme Cases 2002-2006
Harper County,Kansas,58.5,Lyme Cases 2002-2006
Harvey County,Kansas,56.9,Lyme Cases 2002-2006
Haskell County,Kansas,55.9,Lyme Cases 2002-2006
Hodgeman County,Kansas,56.0,Lyme Cases 2002-2006
Jackson County,Kansas,54.4,Lyme Cases 2002-2006
Jefferson County,Kansas,55.1,Lyme Cases 2002-2006
Jewell County,Kansas,53.7,Lyme Cases 2002-2006
Johnson County,Kansas,55.8,Lyme Cases 2002-2006
Kearny County,Kansas,55.4,Lyme Cases 2002-2006
Kingman County,Kansas,57.5,Lyme Cases 2002-2006
Kiowa County,Kansas,56.5,Lyme Cases 2002-2006
Labette County,Kansas,58.4,Lyme Cases 2002-2006
Lane County,Kansas,54.9,Lyme Cases 2002-2006
Leavenworth County,Kansas,55.5,Lyme Cases 2002-2006
Lincoln County,Kansas,55.5,Lyme Cases 2002-2006
Linn County,Kansas,56.6,Lyme Cases 2002-2006
Logan County,Kansas,54.2,Lyme Cases 2002-2006
Lyon County,Kansas,55.9,Lyme Cases 2002-2006
McPherson County,Kansas,56.5,Lyme Cases 2002-2006
Marion County,Kansas,56.2,Lyme Cases 2002-2006
Marshall County,Kansas,53.9,Lyme Cases 2002-2006
Meade County,Kansas,57.2,Lyme Cases 2002-2006
Miami County,Kansas,56.0,Lyme Cases 2002-2006
Mitchell County,Kansas,54.8,Lyme Cases 2002-2006
Montgomery County,Kansas,58.5,Lyme Cases 2002-2006
Morris County,Kansas,55.4,Lyme Cases 2002-2006
Morton County,Kansas,56.4,Lyme Cases 2002-2006
Nemaha County,Kansas,53.5,Lyme Cases 2002-2006
Neosho County,Kansas,57.5,Lyme Cases 2002-2006
Ness County,Kansas,55.5,Lyme Cases 2002-2006
Norton County,Kansas,53.9,Lyme Cases 2002-2006
Osage County,Kansas,55.8,Lyme Cases 2002-2006
Osborne County,Kansas,54.8,Lyme Cases 2002-2006
Ottawa County,Kansas,55.9,Lyme Cases 2002-2006
Pawnee County,Kansas,56.2,Lyme Cases 2002-2006
Phillips County,Kansas,54.2,Lyme Cases 2002-2006
Pottawatomie County,Kansas,54.5,Lyme Cases 2002-2006
Pratt County,Kansas,56.7,Lyme Cases 2002-2006
Rawlins County,Kansas,53.1,Lyme Cases 2002-2006
Reno County,Kansas,57.0,Lyme Cases 2002-2006
Republic County,Kansas,53.9,Lyme Cases 2002-2006
Rice County,Kansas,56.1,Lyme Cases 2002-2006
Riley County,Kansas,54.9,Lyme Cases 2002-2006
Rooks County,Kansas,55.0,Lyme Cases 2002-2006
Rush County,Kansas,55.7,Lyme Cases 2002-2006
Russell County,Kansas,55.4,Lyme Cases 2002-2006
Saline County,Kansas,56.5,Lyme Cases 2002-2006
Scott County,Kansas,54.6,Lyme Cases 2002-2006
Sedgwick County,Kansas,57.7,Lyme Cases 2002-2006
Seward County,Kansas,56.9,Lyme Cases 2002-2006
Shawnee County,Kansas,55.4,Lyme Cases 2002-2006
Sheridan County,Kansas,53.9,Lyme Cases 2002-2006
Sherman County,Kansas,52.9,Lyme Cases 2002-2006
Smith County,Kansas,53.9,Lyme Cases 2002-2006
Stafford County,Kansas,56.3,Lyme Cases 2002-2006
Stanton County,Kansas,56.0,Lyme Cases 2002-2006
Stevens County,Kansas,56.6,Lyme Cases 2002-2006
Sumner County,Kansas,58.7,Lyme Cases 2002-2006
Thomas County,Kansas,53.3,Lyme Cases 2002-2006
Trego County,Kansas,55.1,Lyme Cases 2002-2006
Wabaunsee County,Kansas,55.2,Lyme Cases 2002-2006
Wallace County,Kansas,53.8,Lyme Cases 2002-2006
Washington County,Kansas,54.3,Lyme Cases 2002-2006
Wichita County,Kansas,54.2,Lyme Cases 2002-2006
Wilson County,Kansas,57.6,Lyme Cases 2002-2006
Woodson County,Kansas,56.8,Lyme Cases 2002-2006
Wyandotte County,Kansas,55.8,Lyme Cases 2002-2006
Adair County,Kentucky,56.7,Lyme Cases 2002-2006
Allen County,Kentucky,58.2,Lyme Cases 2002-2006
Anderson County,Kentucky,55.9,Lyme Cases 2002-2006
Ballard County,Kentucky,58.4,Lyme Cases 2002-2006
Barren County,Kentucky,57.9,Lyme Cases 2002-2006
Bath County,Kentucky,55.7,Lyme Cases 2002-2006
Bell County,Kentucky,55.4,Lyme Cases 2002-2006
Boone County,Kentucky,54.7,Lyme Cases 2002-2006
Bourbon County,Kentucky,55.2,Lyme Cases 2002-2006
Boyd County,Kentucky,55.5,Lyme Cases 2002-2006
Boyle County,Kentucky,55.8,Lyme Cases 2002-2006
Bracken County,Kentucky,54.9,Lyme Cases 2002-2006
Breathitt County,Kentucky,56.3,Lyme Cases 2002-2006
Breckinridge County,Kentucky,56.5,Lyme Cases 2002-2006
Bullitt County,Kentucky,56.7,Lyme Cases 2002-2006
Butler County,Kentucky,58.0,Lyme Cases 2002-2006
Caldwell County,Kentucky,58.2,Lyme Cases 2002-2006
Calloway County,Kentucky,58.7,Lyme Cases 2002-2006
Campbell County,Kentucky,55.0,Lyme Cases 2002-2006
Carlisle County,Kentucky,58.5,Lyme Cases 2002-2006
Carroll County,Kentucky,55.5,Lyme Cases 2002-2006
Carter County,Kentucky,55.1,Lyme Cases 2002-2006
Casey County,Kentucky,55.7,Lyme Cases 2002-2006
Christian County,Kentucky,58.2,Lyme Cases 2002-2006
Clark County,Kentucky,55.7,Lyme Cases 2002-2006
Clay County,Kentucky,55.9,Lyme Cases 2002-2006
Clinton County,Kentucky,56.8,Lyme Cases 2002-2006
Crittenden County,Kentucky,57.9,Lyme Cases 2002-2006
Cumberland County,Kentucky,57.5,Lyme Cases 2002-2006
Daviess County,Kentucky,57.5,Lyme Cases 2002-2006
Edmonson County,Kentucky,57.7,Lyme Cases 2002-2006
Elliott County,Kentucky,55.3,Lyme Cases 2002-2006
Estill County,Kentucky,56.3,Lyme Cases 2002-2006
Fayette County,Kentucky,55.4,Lyme Cases 2002-2006
Fleming County,Kentucky,55.2,Lyme Cases 2002-2006
Floyd County,Kentucky,56.5,Lyme Cases 2002-2006
Franklin County,Kentucky,55.7,Lyme Cases 2002-2006
Fulton County,Kentucky,58.9,Lyme Cases 2002-2006
Gallatin County,Kentucky,55.3,Lyme Cases 2002-2006
Garrard County,Kentucky,56.1,Lyme Cases 2002-2006
Grant County,Kentucky,55.0,Lyme Cases 2002-2006
Graves County,Kentucky,58.6,Lyme Cases 2002-2006
Grayson County,Kentucky,56.8,Lyme Cases 2002-2006
Green County,Kentucky,57.1,Lyme Cases 2002-2006
Greenup County,Kentucky,55.1,Lyme Cases 2002-2006
Hancock County,Kentucky,57.0,Lyme Cases 2002-2006
Hardin County,Kentucky,56.4,Lyme Cases 2002-2006
Harlan County,Kentucky,54.3,Lyme Cases 2002-2006
Harrison County,Kentucky,55.2,Lyme Cases 2002-2006
Hart County,Kentucky,57.2,Lyme Cases 2002-2006
Henderson County,Kentucky,57.6,Lyme Cases 2002-2006
Henry County,Kentucky,55.4,Lyme Cases 2002-2006
Hickman County,Kentucky,58.7,Lyme Cases 2002-2006
